set,path,label,x_relative_min,y_relative_min,x_relative_max,y_relative_min,x_relative_max,y_relative_max,x_relative_min,y_relative_max
TRAIN,ID_KS80SYVP.jpg,fruit_brownspot,1.5,22.5,236.0,22.5,236.0,276.0,1.5,276.0
TRAIN,ID_KSDY7NP0.jpg,fruit_healthy,87.0,139.5,397.0,139.5,397.0,382.0,87.0,382.0
TRAIN,ID_KSKXJCK0.jpg,fruit_healthy,75.5,157.5,333.5,157.5,333.5,371.5,75.5,371.5
TRAIN,ID_KST7AC0P.jpg,fruit_brownspot,149.0,230.5,446.5,230.5,446.5,488.0,149.0,488.0
TRAIN,ID_KSU4LK23.jpg,fruit_brownspot,190.5,224.5,377.5,224.5,377.5,398.0,190.5,398.0
TRAIN,ID_KSXS4GHF.jpg,fruit_woodiness,65.5,168.0,312.5,168.0,312.5,387.0,65.5,387.0
TRAIN,ID_KTS1B3YU.jpg,fruit_healthy,127.5,158.0,384.5,158.0,384.5,388.0,127.5,388.0
TRAIN,ID_KTVOKX4K.jpg,fruit_woodiness,217.0,10.5,452.5,10.5,452.5,310.0,217.0,310.0
TRAIN,ID_KUFO47FG.jpg,fruit_healthy,68.0,149.0,397.0,149.0,397.0,432.0,68.0,432.0
TRAIN,ID_KUPYK80H.jpg,fruit_brownspot,64.5,142.0,372.0,142.0,372.0,350.5,64.5,350.5
TRAIN,ID_KUX3Q2VR.jpg,fruit_woodiness,194.0,246.0,347.5,246.0,347.5,395.5,194.0,395.5
TRAIN,ID_KV401F63.jpg,fruit_woodiness,99.5,156.5,293.0,156.5,293.0,324.0,99.5,324.0
TRAIN,ID_KVM83STT.jpg,fruit_healthy,181.0,186.5,395.5,186.5,395.5,376.0,181.0,376.0
TRAIN,ID_KVM83STT.jpg,fruit_healthy,0.0,0.0,109.5,0.0,109.5,138.0,0.0,138.0
TRAIN,ID_KVM83STT.jpg,fruit_healthy,154.0,78.0,225.5,78.0,225.5,136.0,154.0,136.0
TRAIN,ID_KVOPY2YT.jpg,fruit_woodiness,200.5,146.0,380.0,146.0,380.0,397.5,200.5,397.5
TRAIN,ID_KW85F93Q.jpg,fruit_healthy,114.5,184.0,370.5,184.0,370.5,387.0,114.5,387.0
TRAIN,ID_KWA9MGKH.jpg,fruit_woodiness,106.5,139.0,237.0,139.0,237.0,308.0,106.5,308.0
TRAIN,ID_KWB7E8ST.jpg,fruit_woodiness,14.0,251.0,280.0,251.0,280.0,455.0,14.0,455.0
TRAIN,ID_KWTKPUDF.jpg,fruit_healthy,116.0,166.0,410.5,166.0,410.5,426.0,116.0,426.0
TRAIN,ID_KXFQZH2R.jpg,fruit_woodiness,119.5,98.0,330.5,98.0,330.5,392.0,119.5,392.0
TRAIN,ID_KXOOZX0M.jpg,fruit_healthy,82.5,123.5,394.0,123.5,394.0,386.0,82.5,386.0
TRAIN,ID_KXOOZX0M.jpg,fruit_healthy,0.0,76.5,114.0,76.5,114.0,285.0,0.0,285.0
TRAIN,ID_KXOX299D.jpg,fruit_healthy,116.5,186.5,390.5,186.5,390.5,403.0,116.5,403.0
TRAIN,ID_KY0BFC22.jpg,fruit_healthy,102.0,207.5,379.5,207.5,379.5,440.5,102.0,440.5
TRAIN,ID_KY0BFC22.jpg,fruit_healthy,313.0,0.0,462.5,0.0,462.5,117.5,313.0,117.5
TRAIN,ID_KYBS469I.jpg,fruit_woodiness,157.0,231.5,319.0,231.5,319.0,377.5,157.0,377.5
TRAIN,ID_KYID7NQV.jpg,fruit_healthy,118.0,161.5,360.0,161.5,360.0,375.0,118.0,375.0
TRAIN,ID_KYLL234E.jpg,fruit_brownspot,190.0,71.5,450.0,71.5,450.0,414.0,190.0,414.0
TRAIN,ID_KYLL234E.jpg,fruit_brownspot,81.0,221.5,234.5,221.5,234.5,425.5,81.0,425.5
TRAIN,ID_KZGNAG8N.jpg,fruit_healthy,104.0,284.0,193.0,284.0,193.0,383.5,104.0,383.5
TRAIN,ID_KZGNAG8N.jpg,fruit_healthy,139.5,223.0,342.0,223.0,342.0,387.0,139.5,387.0
TRAIN,ID_KZHPE855.jpg,fruit_healthy,0.0,286.0,23.0,286.0,23.0,381.0,0.0,381.0
TRAIN,ID_KZHPE855.jpg,fruit_healthy,385.5,104.0,456.5,104.0,456.5,160.0,385.5,160.0
TRAIN,ID_KZHPE855.jpg,fruit_healthy,101.0,184.5,386.0,184.5,386.0,406.5,101.0,406.5
TRAIN,ID_L0EYHCHM.jpg,fruit_healthy,93.0,173.5,370.5,173.5,370.5,393.0,93.0,393.0
TRAIN,ID_L0EYHCHM.jpg,fruit_healthy,0.0,274.5,39.5,274.5,39.5,389.0,0.0,389.0
TRAIN,ID_L0EYHCHM.jpg,fruit_healthy,24.5,0.0,146.5,0.0,146.5,48.5,24.5,48.5
TRAIN,ID_L0QFM4NN.jpg,fruit_brownspot,53.0,210.5,294.5,210.5,294.5,381.0,53.0,381.0
TRAIN,ID_L19AEVC8.jpg,fruit_woodiness,125.5,28.5,377.0,28.5,377.0,350.0,125.5,350.0
TRAIN,ID_L19NWB7X.jpg,fruit_woodiness,238.0,107.5,396.0,107.5,396.0,323.0,238.0,323.0
TRAIN,ID_L1GISNZH.jpg,fruit_woodiness,122.5,203.0,295.0,203.0,295.0,426.0,122.5,426.0
TRAIN,ID_L1GISNZH.jpg,fruit_woodiness,0.0,422.5,32.0,422.5,32.0,507.0,0.0,507.0
TRAIN,ID_L1JOD046.jpg,fruit_woodiness,257.0,194.5,432.5,194.5,432.5,450.0,257.0,450.0
TRAIN,ID_L1KKZZ9K.jpg,fruit_brownspot,29.5,55.5,347.5,55.5,347.5,308.5,29.5,308.5
TRAIN,ID_L1T1LCBY.jpg,fruit_woodiness,87.0,157.5,442.0,157.5,442.0,438.5,87.0,438.5
TRAIN,ID_L209SAFF.jpg,fruit_healthy,349.5,14.5,512.0,14.5,512.0,218.5,349.5,218.5
TRAIN,ID_L209SAFF.jpg,fruit_healthy,96.0,236.5,347.0,236.5,347.0,444.0,96.0,444.0
TRAIN,ID_L20HTMAI.jpg,fruit_brownspot,45.5,134.5,417.5,134.5,417.5,344.0,45.5,344.0
TRAIN,ID_L269Y28S.jpg,fruit_brownspot,144.0,110.0,397.0,110.0,397.0,315.0,144.0,315.0
TRAIN,ID_L288FV8D.jpg,fruit_woodiness,40.5,268.0,218.0,268.0,218.0,394.0,40.5,394.0
TRAIN,ID_L2IR5VLL.jpg,fruit_woodiness,101.5,152.5,324.5,152.5,324.5,329.0,101.5,329.0
TRAIN,ID_L2OXTFI9.jpg,fruit_woodiness,51.0,80.0,362.0,80.0,362.0,312.5,51.0,312.5
TRAIN,ID_L389CXBE.jpg,fruit_woodiness,230.5,63.0,480.0,63.0,480.0,413.0,230.5,413.0
TRAIN,ID_L389CXBE.jpg,fruit_woodiness,281.5,355.5,455.5,355.5,455.5,512.0,281.5,512.0
TRAIN,ID_L3ASDQCN.jpg,fruit_brownspot,197.5,131.0,372.0,131.0,372.0,400.5,197.5,400.5
TRAIN,ID_L3LLYFU6.jpg,fruit_brownspot,57.5,134.5,309.5,134.5,309.5,348.0,57.5,348.0
TRAIN,ID_L3Q1MLVT.jpg,fruit_healthy,96.0,146.5,396.5,146.5,396.5,403.0,96.0,403.0
TRAIN,ID_L3QE45N2.jpg,fruit_woodiness,77.5,132.5,348.5,132.5,348.5,345.0,77.5,345.0
TRAIN,ID_L47KB0K6.jpg,fruit_healthy,138.5,198.5,332.5,198.5,332.5,352.0,138.5,352.0
TRAIN,ID_L493F37Y.jpg,fruit_woodiness,111.0,252.5,386.5,252.5,386.5,450.0,111.0,450.0
TRAIN,ID_L4CHS1JL.jpg,fruit_healthy,469.5,360.0,512.0,360.0,512.0,512.0,469.5,512.0
TRAIN,ID_L4CHS1JL.jpg,fruit_healthy,116.5,161.5,422.5,161.5,422.5,406.5,116.5,406.5
TRAIN,ID_L4WEI44S.jpg,fruit_brownspot,120.5,167.5,433.5,167.5,433.5,427.0,120.5,427.0
TRAIN,ID_L5PXX2K4.jpg,fruit_healthy,182.0,215.5,358.5,215.5,358.5,365.0,182.0,365.0
TRAIN,ID_L5TH24CH.jpg,fruit_woodiness,181.5,114.5,372.5,114.5,372.5,363.5,181.5,363.5
TRAIN,ID_L7ACDO3G.jpg,fruit_brownspot,42.5,153.5,367.0,153.5,367.0,395.5,42.5,395.5
TRAIN,ID_L7CWI5LO.jpg,fruit_healthy,54.5,130.0,339.5,130.0,339.5,362.5,54.5,362.5
TRAIN,ID_L7D3BL0C.jpg,fruit_brownspot,86.5,242.5,358.5,242.5,358.5,461.5,86.5,461.5
TRAIN,ID_L80W54U3.jpg,fruit_brownspot,62.5,207.0,313.5,207.0,313.5,399.0,62.5,399.0
TRAIN,ID_L89KARCA.jpg,fruit_healthy,63.0,198.5,331.0,198.5,331.0,407.5,63.0,407.5
TRAIN,ID_L90C4GX9.jpg,fruit_healthy,0.0,301.0,41.0,301.0,41.0,410.0,0.0,410.0
TRAIN,ID_L90C4GX9.jpg,fruit_healthy,77.5,157.5,344.5,157.5,344.5,374.0,77.5,374.0
TRAIN,ID_L9NZYT6F.jpg,fruit_brownspot,8.0,169.5,326.5,169.5,326.5,436.0,8.0,436.0
TRAIN,ID_LA3H0B5G.jpg,fruit_healthy,140.5,174.5,354.5,174.5,354.5,335.0,140.5,335.0
TRAIN,ID_LADH14DJ.jpg,fruit_healthy,20.5,199.0,356.5,199.0,356.5,464.5,20.5,464.5
TRAIN,ID_LAMNI9NX.jpg,fruit_healthy,95.5,85.0,412.5,85.0,412.5,345.5,95.5,345.5
TRAIN,ID_LBNDK3B9.jpg,fruit_woodiness,199.5,125.0,389.5,125.0,389.5,378.5,199.5,378.5
TRAIN,ID_LBRETBZ8.jpg,fruit_woodiness,129.0,49.5,342.0,49.5,342.0,324.0,129.0,324.0
TRAIN,ID_LBRETBZ8.jpg,fruit_woodiness,388.5,292.5,493.5,292.5,493.5,427.0,388.5,427.0
TRAIN,ID_LBRETBZ8.jpg,fruit_woodiness,449.5,106.0,512.0,106.0,512.0,279.5,449.5,279.5
TRAIN,ID_LCDBN8ET.jpg,fruit_woodiness,92.0,238.5,313.0,238.5,313.0,419.5,92.0,419.5
TRAIN,ID_LD2ZCKSM.jpg,fruit_brownspot,184.5,142.0,484.5,142.0,484.5,392.0,184.5,392.0
TRAIN,ID_LDN6A4IZ.jpg,fruit_woodiness,165.5,105.0,416.0,105.0,416.0,426.0,165.5,426.0
TRAIN,ID_LE3PYDIQ.jpg,fruit_brownspot,233.5,248.0,489.5,248.0,489.5,512.0,233.5,512.0
TRAIN,ID_LE3WSED3.jpg,fruit_brownspot,20.0,95.5,508.0,95.5,508.0,377.0,20.0,377.0
TRAIN,ID_LE95VTC1.jpg,fruit_woodiness,155.0,191.5,360.0,191.5,360.0,470.0,155.0,470.0
TRAIN,ID_LFXPBPSE.jpg,fruit_woodiness,136.0,100.0,310.5,100.0,310.5,365.0,136.0,365.0
TRAIN,ID_LG4BLEN9.jpg,fruit_healthy,69.0,92.5,385.5,92.5,385.5,369.0,69.0,369.0
TRAIN,ID_LGIKERPJ.jpg,fruit_woodiness,238.0,159.0,408.5,159.0,408.5,298.5,238.0,298.5
TRAIN,ID_LGKXBOFX.jpg,fruit_healthy,92.0,178.0,338.5,178.0,338.5,390.5,92.0,390.5
TRAIN,ID_LH53BYQA.jpg,fruit_brownspot,73.5,38.5,378.5,38.5,378.5,280.0,73.5,280.0
TRAIN,ID_LH53BYQA.jpg,fruit_brownspot,113.5,330.5,282.5,330.5,282.5,476.0,113.5,476.0
TRAIN,ID_LHNXYEZO.jpg,fruit_healthy,133.5,107.0,443.0,107.0,443.0,344.5,133.5,344.5
TRAIN,ID_LHNXYEZO.jpg,fruit_healthy,394.5,223.0,512.0,223.0,512.0,337.5,394.5,337.5
TRAIN,ID_LI19D9QL.jpg,fruit_woodiness,308.5,84.0,512.0,84.0,512.0,369.0,308.5,369.0
TRAIN,ID_LIIILMZQ.jpg,fruit_brownspot,37.5,162.5,356.0,162.5,356.0,388.0,37.5,388.0
TRAIN,ID_LIXRNQPK.jpg,fruit_brownspot,0.0,194.5,216.0,194.5,216.0,447.0,0.0,447.0
TRAIN,ID_LIYXUYM7.jpg,fruit_woodiness,165.5,140.0,351.5,140.0,351.5,399.5,165.5,399.5
TRAIN,ID_LJ1SQ45Z.jpg,fruit_healthy,157.0,160.0,386.5,160.0,386.5,357.5,157.0,357.5
TRAIN,ID_LKEOREJB.jpg,fruit_healthy,137.0,163.5,328.5,163.5,328.5,325.5,137.0,325.5
TRAIN,ID_LKEOREJB.jpg,fruit_healthy,444.0,13.0,512.0,13.0,512.0,184.5,444.0,184.5
TRAIN,ID_LKXF6A4I.jpg,fruit_healthy,121.0,147.0,360.0,147.0,360.0,348.5,121.0,348.5
TRAIN,ID_LL5ZGSH1.jpg,fruit_healthy,48.0,114.5,430.5,114.5,430.5,393.0,48.0,393.0
TRAIN,ID_LLG182PO.jpg,fruit_healthy,72.5,178.5,304.5,178.5,304.5,382.0,72.5,382.0
TRAIN,ID_LLG182PO.jpg,fruit_healthy,0.0,0.0,211.0,0.0,211.0,82.5,0.0,82.5
TRAIN,ID_LMF4MRE4.jpg,fruit_brownspot,145.0,250.0,376.5,250.0,376.5,424.5,145.0,424.5
TRAIN,ID_LMHKJYPU.jpg,fruit_healthy,141.0,207.5,289.0,207.5,289.0,326.5,141.0,326.5
TRAIN,ID_LMK7GB3Y.jpg,fruit_brownspot,120.5,155.0,377.5,155.0,377.5,357.0,120.5,357.0
TRAIN,ID_LMU1D9EO.jpg,fruit_woodiness,130.0,175.5,318.0,175.5,318.0,445.5,130.0,445.5
TRAIN,ID_LMVRSLGH.jpg,fruit_healthy,140.5,188.0,341.0,188.0,341.0,352.0,140.5,352.0
TRAIN,ID_LMXJAXF8.jpg,fruit_healthy,134.5,195.0,336.0,195.0,336.0,359.0,134.5,359.0
TRAIN,ID_LN96KNGJ.jpg,fruit_brownspot,94.5,97.5,372.0,97.5,372.0,324.0,94.5,324.0
TRAIN,ID_LNXCI3X1.jpg,fruit_healthy,137.0,164.0,382.0,164.0,382.0,377.5,137.0,377.5
TRAIN,ID_LNZR9FFX.jpg,fruit_woodiness,267.5,128.5,512.0,128.5,512.0,463.5,267.5,463.5
TRAIN,ID_LP4CKJVY.jpg,fruit_woodiness,207.5,236.5,457.0,236.5,457.0,427.0,207.5,427.0
TRAIN,ID_LPJO2XWS.jpg,fruit_healthy,82.5,212.5,325.0,212.5,325.0,404.0,82.5,404.0
TRAIN,ID_LPKOXN3I.jpg,fruit_woodiness,187.5,201.0,331.5,201.0,331.5,395.5,187.5,395.5
TRAIN,ID_LPW8WGEZ.jpg,fruit_woodiness,75.0,220.0,253.0,220.0,253.0,338.5,75.0,338.5
TRAIN,ID_LPW8WGEZ.jpg,fruit_woodiness,240.5,255.5,391.5,255.5,391.5,365.0,240.5,365.0
TRAIN,ID_LPWP1YQ3.jpg,fruit_woodiness,77.5,221.0,283.5,221.0,283.5,400.5,77.5,400.5
TRAIN,ID_LQ0OY7SJ.jpg,fruit_brownspot,27.5,0.0,321.5,0.0,321.5,356.0,27.5,356.0
TRAIN,ID_LQBSXIR8.jpg,fruit_brownspot,98.5,173.5,409.0,173.5,409.0,353.5,98.5,353.5
TRAIN,ID_LRQ9RETA.jpg,fruit_brownspot,18.0,88.5,317.0,88.5,317.0,306.0,18.0,306.0
TRAIN,ID_LS895MAI.jpg,fruit_brownspot,66.5,194.0,293.0,194.0,293.0,402.5,66.5,402.5
TRAIN,ID_LSPFLEJ7.jpg,fruit_brownspot,28.5,84.0,381.0,84.0,381.0,356.0,28.5,356.0
TRAIN,ID_LSR21HPE.jpg,fruit_woodiness,40.5,137.5,368.5,137.5,368.5,389.0,40.5,389.0
TRAIN,ID_LU87S5SX.jpg,fruit_healthy,124.0,205.0,382.0,205.0,382.0,421.0,124.0,421.0
TRAIN,ID_LU87S5SX.jpg,fruit_healthy,348.0,60.5,472.0,60.5,472.0,153.0,348.0,153.0
TRAIN,ID_LU87S5SX.jpg,fruit_healthy,308.5,169.0,444.0,169.0,444.0,294.5,308.5,294.5
TRAIN,ID_LUDCE0JO.jpg,fruit_healthy,61.5,168.0,381.0,168.0,381.0,431.0,61.5,431.0
TRAIN,ID_LV7VR6LJ.jpg,fruit_brownspot,76.0,144.5,396.0,144.5,396.0,411.0,76.0,411.0
TRAIN,ID_LVJA898F.jpg,fruit_brownspot,90.5,100.0,398.5,100.0,398.5,356.0,90.5,356.0
TRAIN,ID_LVKWR692.jpg,fruit_healthy,87.0,177.0,358.0,177.0,358.0,403.0,87.0,403.0
TRAIN,ID_LVYFDVOG.jpg,fruit_healthy,130.0,217.5,380.0,217.5,380.0,434.5,130.0,434.5
TRAIN,ID_LW28S01P.jpg,fruit_woodiness,93.0,174.5,293.0,174.5,293.0,336.5,93.0,336.5
TRAIN,ID_LW2VECAR.jpg,fruit_brownspot,133.0,85.5,439.0,85.5,439.0,339.5,133.0,339.5
TRAIN,ID_LXOF57RW.jpg,fruit_woodiness,0.0,212.5,105.5,212.5,105.5,283.0,0.0,283.0
TRAIN,ID_LXRB5TOY.jpg,fruit_brownspot,63.5,159.0,370.5,159.0,370.5,413.5,63.5,413.5
TRAIN,ID_LXS9O756.jpg,fruit_woodiness,139.5,191.5,455.5,191.5,455.5,421.5,139.5,421.5
TRAIN,ID_LY0JD7EB.jpg,fruit_woodiness,152.0,159.0,367.5,159.0,367.5,336.5,152.0,336.5
TRAIN,ID_LYQCNW7V.jpg,fruit_healthy,0.0,188.0,99.5,188.0,99.5,298.5,0.0,298.5
TRAIN,ID_LYQCNW7V.jpg,fruit_healthy,72.5,131.0,351.5,131.0,351.5,359.0,72.5,359.0
TRAIN,ID_LYQCNW7V.jpg,fruit_healthy,0.0,1.5,115.5,1.5,115.5,116.5,0.0,116.5
TRAIN,ID_LYTXMN39.jpg,fruit_woodiness,88.0,104.0,382.0,104.0,382.0,315.5,88.0,315.5
TRAIN,ID_LZI2KVVE.jpg,fruit_healthy,19.5,167.5,357.5,167.5,357.5,440.0,19.5,440.0
TRAIN,ID_LZI2KVVE.jpg,fruit_healthy,0.0,0.0,71.0,0.0,71.0,95.0,0.0,95.0
TRAIN,ID_LZI2KVVE.jpg,fruit_healthy,226.5,380.0,471.5,380.0,471.5,512.0,226.5,512.0
TRAIN,ID_LZI2KVVE.jpg,fruit_healthy,388.0,221.0,500.0,221.0,500.0,305.0,388.0,305.0
TRAIN,ID_LZI2KVVE.jpg,fruit_healthy,397.5,305.0,512.0,305.0,512.0,458.5,397.5,458.5
TRAIN,ID_LZKV1KIG.jpg,fruit_healthy,295.0,184.5,433.0,184.5,433.0,366.5,295.0,366.5
TRAIN,ID_LZKV1KIG.jpg,fruit_healthy,199.0,115.0,305.5,115.0,305.5,255.0,199.0,255.0
TRAIN,ID_M0WYZTQP.jpg,fruit_brownspot,158.5,168.0,354.5,168.0,354.5,328.0,158.5,328.0
TRAIN,ID_M19FB4BO.jpg,fruit_healthy,99.5,206.0,377.5,206.0,377.5,427.0,99.5,427.0
TRAIN,ID_M2LTYBMG.jpg,fruit_healthy,413.5,169.0,487.5,169.0,487.5,232.0,413.5,232.0
TRAIN,ID_M2LTYBMG.jpg,fruit_healthy,99.5,182.0,329.0,182.0,329.0,370.0,99.5,370.0
TRAIN,ID_M2LTYBMG.jpg,fruit_healthy,465.0,159.0,512.0,159.0,512.0,240.5,465.0,240.5
TRAIN,ID_M2SCIGMF.jpg,fruit_woodiness,191.0,152.5,383.0,152.5,383.0,402.5,191.0,402.5
TRAIN,ID_M34YFAR2.jpg,fruit_healthy,122.5,0.0,212.0,0.0,212.0,54.5,122.5,54.5
TRAIN,ID_M34YFAR2.jpg,fruit_healthy,57.5,128.5,350.5,128.5,350.5,358.5,57.5,358.5
TRAIN,ID_M34YFAR2.jpg,fruit_healthy,256.0,64.0,323.5,64.0,323.5,120.0,256.0,120.0
TRAIN,ID_M34YFAR2.jpg,fruit_healthy,446.5,109.0,512.0,109.0,512.0,166.0,446.5,166.0
TRAIN,ID_M34YFAR2.jpg,fruit_healthy,78.5,0.0,179.0,0.0,179.0,27.5,78.5,27.5
TRAIN,ID_M35NYNUO.jpg,fruit_woodiness,49.0,231.5,236.0,231.5,236.0,363.5,49.0,363.5
TRAIN,ID_M3C43ZU4.jpg,fruit_healthy,73.0,201.5,394.0,201.5,394.0,445.0,73.0,445.0
TRAIN,ID_M3EJ895F.jpg,fruit_woodiness,0.0,0.0,303.5,0.0,303.5,392.0,0.0,392.0
TRAIN,ID_M3MXHZWH.jpg,fruit_woodiness,240.5,169.0,369.5,169.0,369.5,359.5,240.5,359.5
TRAIN,ID_M436BDPM.jpg,fruit_brownspot,12.0,41.5,433.5,41.5,433.5,316.0,12.0,316.0
TRAIN,ID_M4F97PA9.jpg,fruit_woodiness,203.5,69.5,365.5,69.5,365.5,270.0,203.5,270.0
TRAIN,ID_M4SFJ83O.jpg,fruit_brownspot,27.5,187.5,352.0,187.5,352.0,455.0,27.5,455.0
TRAIN,ID_M4W0WT5E.jpg,fruit_woodiness,8.0,46.0,168.5,46.0,168.5,175.5,8.0,175.5
TRAIN,ID_M4W0WT5E.jpg,fruit_woodiness,158.5,224.0,384.0,224.0,384.0,398.5,158.5,398.5
TRAIN,ID_M6ERQBNU.jpg,fruit_brownspot,192.0,356.0,370.5,356.0,370.5,501.5,192.0,501.5
TRAIN,ID_M6ERQBNU.jpg,fruit_brownspot,1.5,53.5,268.0,53.5,268.0,296.0,1.5,296.0
TRAIN,ID_M6KUEPFT.jpg,fruit_healthy,97.0,162.0,371.0,162.0,371.0,401.0,97.0,401.0
TRAIN,ID_M6NWU7F0.jpg,fruit_woodiness,203.5,32.5,463.0,32.5,463.0,348.0,203.5,348.0
TRAIN,ID_M8GVLK6P.jpg,fruit_healthy,89.5,161.5,323.0,161.5,323.0,348.5,89.5,348.5
TRAIN,ID_M8QFLM3D.jpg,fruit_woodiness,202.5,224.0,374.0,224.0,374.0,366.0,202.5,366.0
TRAIN,ID_M8RD48QF.jpg,fruit_healthy,125.0,160.5,400.5,160.5,400.5,380.0,125.0,380.0
TRAIN,ID_M9DIFAQH.jpg,fruit_woodiness,131.0,134.5,404.0,134.5,404.0,496.5,131.0,496.5
TRAIN,ID_M9FNL93F.jpg,fruit_brownspot,89.0,54.5,383.5,54.5,383.5,280.5,89.0,280.5
TRAIN,ID_M9Z3QWU2.jpg,fruit_healthy,334.0,192.0,501.0,192.0,501.0,323.0,334.0,323.0
TRAIN,ID_M9Z3QWU2.jpg,fruit_healthy,172.5,211.0,359.0,211.0,359.0,371.5,172.5,371.5
TRAIN,ID_MA7SZFFX.jpg,fruit_brownspot,233.5,58.5,484.0,58.5,484.0,256.0,233.5,256.0
TRAIN,ID_MAAA5BSN.jpg,fruit_healthy,328.5,326.5,445.0,326.5,445.0,424.5,328.5,424.5
TRAIN,ID_MAAA5BSN.jpg,fruit_healthy,53.5,147.0,328.5,147.0,328.5,360.5,53.5,360.5
TRAIN,ID_MAFMRSL7.jpg,fruit_brownspot,151.0,146.0,460.0,146.0,460.0,393.0,151.0,393.0
TRAIN,ID_MAFMRSL7.jpg,fruit_brownspot,390.0,126.0,512.0,126.0,512.0,312.0,390.0,312.0
TRAIN,ID_MAMPN1WR.jpg,fruit_woodiness,162.5,222.0,399.0,222.0,399.0,423.5,162.5,423.5
TRAIN,ID_MBAZGYB8.jpg,fruit_healthy,27.0,18.5,211.0,18.5,211.0,172.0,27.0,172.0
TRAIN,ID_MBAZGYB8.jpg,fruit_healthy,96.0,175.0,351.5,175.0,351.5,398.0,96.0,398.0
TRAIN,ID_MBS6KEV7.jpg,fruit_healthy,67.0,155.5,355.5,155.5,355.5,390.5,67.0,390.5
TRAIN,ID_MCU8TNZB.jpg,fruit_brownspot,34.5,148.0,337.5,148.0,337.5,397.5,34.5,397.5
TRAIN,ID_MCZEAPKH.jpg,fruit_woodiness,216.0,25.5,497.0,25.5,497.0,398.5,216.0,398.5
TRAIN,ID_MD8T9T75.jpg,fruit_healthy,64.5,210.0,304.5,210.0,304.5,397.0,64.5,397.0
TRAIN,ID_MDNMXL5F.jpg,fruit_healthy,128.5,210.5,324.5,210.5,324.5,376.0,128.5,376.0
TRAIN,ID_MDNMXL5F.jpg,fruit_healthy,394.5,337.5,512.0,337.5,512.0,512.0,394.5,512.0
TRAIN,ID_MEIGM545.jpg,fruit_woodiness,103.5,188.0,247.5,188.0,247.5,367.0,103.5,367.0
TRAIN,ID_MEIGM545.jpg,fruit_woodiness,223.5,174.5,330.5,174.5,330.5,326.0,223.5,326.0
TRAIN,ID_MERD5ZZ2.jpg,fruit_healthy,79.5,188.5,384.5,188.5,384.5,450.0,79.5,450.0
TRAIN,ID_MESCCRH9.jpg,fruit_woodiness,81.5,215.5,261.5,215.5,261.5,350.0,81.5,350.0
TRAIN,ID_MFKCAMVV.jpg,fruit_brownspot,254.5,141.5,478.5,141.5,478.5,400.0,254.5,400.0
TRAIN,ID_MFMKDOSO.jpg,fruit_healthy,477.0,227.0,512.0,227.0,512.0,352.0,477.0,352.0
TRAIN,ID_MFMKDOSO.jpg,fruit_healthy,416.0,183.0,512.0,183.0,512.0,296.5,416.0,296.5
TRAIN,ID_MFMKDOSO.jpg,fruit_healthy,115.0,197.5,393.5,197.5,393.5,432.0,115.0,432.0
TRAIN,ID_MG7299JW.jpg,fruit_woodiness,162.5,128.5,309.5,128.5,309.5,296.5,162.5,296.5
TRAIN,ID_MHGZR491.jpg,fruit_woodiness,200.5,176.5,461.0,176.5,461.0,512.0,200.5,512.0
TRAIN,ID_MHJ7KRT9.jpg,fruit_healthy,121.0,137.0,380.0,137.0,380.0,367.0,121.0,367.0
TRAIN,ID_MHJ7KRT9.jpg,fruit_healthy,0.0,92.0,164.0,92.0,164.0,224.0,0.0,224.0
TRAIN,ID_MHVNWBDN.jpg,fruit_healthy,157.5,195.0,411.0,195.0,411.0,411.5,157.5,411.5
TRAIN,ID_MHX1NQJ5.jpg,fruit_brownspot,337.0,90.5,512.0,90.5,512.0,277.5,337.0,277.5
TRAIN,ID_MHX1NQJ5.jpg,fruit_brownspot,0.0,6.5,364.0,6.5,364.0,361.5,0.0,361.5
TRAIN,ID_MHYVCCZK.jpg,fruit_woodiness,131.0,143.0,300.0,143.0,300.0,328.0,131.0,328.0
TRAIN,ID_MHZIQSGS.jpg,fruit_woodiness,94.5,248.0,348.0,248.0,348.0,460.0,94.5,460.0
TRAIN,ID_MI06P4DM.jpg,fruit_woodiness,327.5,185.0,455.5,185.0,455.5,346.0,327.5,346.0
TRAIN,ID_MI06P4DM.jpg,fruit_woodiness,174.0,246.0,369.5,246.0,369.5,485.5,174.0,485.5
TRAIN,ID_MI6U497O.jpg,fruit_brownspot,14.5,80.0,286.5,80.0,286.5,280.0,14.5,280.0
TRAIN,ID_MIHWQ5NP.jpg,fruit_brownspot,0.0,100.0,223.5,100.0,223.5,383.0,0.0,383.0
TRAIN,ID_MIM886M2.jpg,fruit_woodiness,176.0,150.5,309.5,150.5,309.5,347.0,176.0,347.0
TRAIN,ID_MIVXIKYA.jpg,fruit_brownspot,157.5,110.5,386.5,110.5,386.5,296.0,157.5,296.0
TRAIN,ID_MIW4QYO9.jpg,fruit_brownspot,86.5,97.5,387.0,97.5,387.0,341.5,86.5,341.5
TRAIN,ID_MJOKX86A.jpg,fruit_brownspot,42.5,109.5,317.0,109.5,317.0,336.5,42.5,336.5
TRAIN,ID_MK3BZT9T.jpg,fruit_woodiness,100.5,142.0,305.5,142.0,305.5,424.5,100.5,424.5
TRAIN,ID_MKNBTQ30.jpg,fruit_brownspot,149.5,176.0,348.0,176.0,348.0,339.0,149.5,339.0
